offeringService,shopCode,address_si,address_gu,address,shopName,latitude,longitude,count_address_gu
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook', 'delivery_service']",V6R38,수원시,팔달구,"경기 수원시 팔달구 효원로303, 105호 (인계동 1122-10, 삼호파크타워)",GS25인계예술점,127.03512803,37.26132674,77
"['post', 'withdrawal']",VO170,수원시,팔달구,"경기 수원시 팔달구 세지로174번길8-4, 1층 (인계동 1003-24)",GS25인계제일점,127.02224017,37.26670864,77
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V5340,수원시,팔달구,경기 수원시 팔달구 세지로198번길32(인계동 983-13),GS25인계중앙점,127.02462187,37.26824212,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook', 'delivery_service']",VP927,수원시,팔달구,"경기 수원시 팔달구 효원로249번길47, 101동 105호 (인계동 1031-6)",GS25인계타운점,127.02976379,37.26468001,77
"['cafe25', 'post', 'withdrawal']",V6U78,수원시,팔달구,"경기 수원시 팔달구 세지로211 (인계동 865-10, 인계파밀리에)",GS25인계파밀리에점,127.02265335,37.27050564,77
"['cafe25', 'drug', 'post', 'withdrawal']",VDK64,수원시,팔달구,경기 수원시 팔달구 효원로265번길41 (인계동 1043-9),GS25인계프리미엄점,127.03126142,37.26394437,77
"['cafe25', 'instant', 'drug', 'post', 'withdrawal', 'self_cook']",VK357,수원시,장안구,경기 수원시 장안구 팔달로279번길16(영화동 164-42),GS25장안거북점,127.01479228,37.29057977,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V6M98,수원시,장안구,"경기 수원시 장안구 경수대로1078번길34, 1층 (파장동 279-2)",GS25장안그린점,126.99572483,37.31064882,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal', 'delivery_service']",V2P29,수원시,장안구,"경기 수원시 장안구 대평로142번길21, 1층 (정자동 327-13)",GS25장안대평로점,126.99128661,37.30087038,74
['drug'],VEU56,수원시,장안구,경기 수원시 장안구 정조로921번길5 (영화동 326-6),GS25장안문점,127.01293149,37.28970823,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",V4K23,수원시,장안구,경기 수원시 장안구 수성로262번길65 (영화동 422-8),GS25장안수성로점,127.00410062,37.28801231,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V4A49,수원시,장안구,"경기 수원시 장안구 영화로71번길24, 1층 상가동  (정자동 69-45, 수원정자금강에스쁘아아파트)",GS25장안수성점,127.00522344,37.29267135,74
"['cafe25', 'drug', 'post']",VEN88,수원시,장안구,경기 수원시 장안구 수성로402번길40-4 (영화동 100-7),GS25장안신흥점,127.01684357,37.29328206,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",V2X34,수원시,장안구,"경기 수원시 장안구 정조로957번길21, 1층 (영화동 347-2, 대성빌딩)",GS25장안영화점,127.01026134,37.29208282,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V4G58,수원시,장안구,경기 수원시 장안구 조원로77 (조원동 742-4),GS25장안조원점,127.01654074,37.30008273,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VQ600,수원시,장안구,"경기 수원시 장안구 덕영대로511번길27, 1층 (천천동 506-8)",GS25장안천천점,126.98000847,37.2990887,74
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V2R22,수원시,장안구,"경기 수원시 장안구 장안로395, 상가동 105호 106호 (이목동 918)",GS25장안칸점,126.98285804,37.31446763,74
"['drug', 'post']",V8F93,수원시,장안구,"경기 수원시 장안구 정자천로189번길47, 상가동 106호 (정자동 872-1, 연꽃마을풍림아파트)",GS25장안풍림점,126.9934666,37.2981046,74
"['cafe25', 'post', 'withdrawal']",V4Y59,수원시,장안구,"경기 수원시 장안구 경수대로965, 101호 (송죽동 495-13, 명성빌딩)",GS25장안한국점,127.00496386,37.30381556,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VT749,수원시,장안구,경기 수원시 장안구 창훈로66번길16-3 (연무동 11-36),GS25장안한길점,127.029073,37.29827591,74
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VQ487,수원시,장안구,경기 수원시 장안구 수성로275번길108 (정자동 31-11),GS25정자권호점,126.99941116,37.29466781,74
"['drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V4Y34,수원시,장안구,"경기 수원시 장안구 정자천로188번길49, 1층 코너(정자2동 29-3)",GS25정자벽산점,126.99764299,37.29447263,74
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",VER29,수원시,장안구,"경기 수원시 장안구 장안로92, 1층 (정자동 48-8)",GS25정자스카이점,127.0021703,37.29242037,74
"['cafe25', 'drug', 'post']",V8J47,수원시,장안구,경기 수원시 장안구 만석로20번길28 (정자동 919),GS25정자한라점,126.98365308,37.29395685,74
"['cafe25', 'drug', 'post', 'withdrawal']",V7W57,수원시,장안구,경기 수원시 장안구 금당로39번길33 (조원동 855-1),GS25조원뉴타운점,127.01543007,37.30394815,74
"['cafe25', 'drug', 'post', 'atm']",V8Z65,수원시,팔달구,"경기 수원시 팔달구 창룡대로74, 상가 103호, 104호 (남수동 11-75)",GS25창룡대로점,127.02289159,37.28522237,77
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",VM167,수원시,장안구,경기 수원시 장안구 일월로76번길10-3 (천천동 385-32),GS25천천원룸점,126.97761059,37.28957961,74
"['cafe25', 'post', 'withdrawal']",V4Z33,수원시,장안구,경기 수원시 장안구 화산로125번길26 (천천동 339-17),GS25천천타운점,126.97904963,37.29408844,74
"['cafe25', 'drug', 'post']",VEA86,수원시,장안구,경기 수원시 장안구 정자로22 (천천동 502-1),GS25천천한누리점,126.97936338,37.30008333,74
"['cafe25', 'drug', 'post', 'withdrawal']",VDG36,수원시,권선구,경기 수원시 권선구 서둔로239번길23 (탑동 25-43),GS25탑동늘푸른점,126.97771592,37.27262212,100
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VDR86,수원시,권선구,경기 수원시 권선구 서둔로253(탑동 22-1),GS25탑동새롬점,126.97860879,37.27413464,100
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V4G88,수원시,권선구,"경기 수원시 권선구 탑동로39번길1, 1층 (탑동 783-15)",GS25탑동중앙점,126.97416874,37.27228507,100
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V2S35,수원시,권선구,"경기 수원시 권선구 하탑로54, 101호 (탑동 885-3, 죽전빌딩)",GS25탑동하탑로점,126.97765069,37.26910733,100
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",V8H78,수원시,장안구,경기 수원시 장안구 파장로34번길3 (파장동 599-15),GS25파장센터점,126.9969485,37.30515359,74
"['cafe25', 'instant', 'drug']",VI040,수원시,팔달구,경기 수원시 팔달구 매산로136 (교동 130-4),GS25팔달교동점,127.01537288,37.27198617,77
"['drug', 'post']",VP572,수원시,팔달구,경기 수원시 팔달구 팔달로128-1 (화서동 71-4),GS25팔달대우점,127.00460317,37.27982567,77
"['post', 'atm', 'withdrawal']",V7T74,수원시,팔달구,"경기 수원시 팔달구 창룡대로71-16, 1층 (매향동 124-5)",GS25팔달매향점,127.02165934,37.28545548,77
"['cafe25', 'drug', 'post', 'withdrawal']",V8H26,수원시,팔달구,경기 수원시 팔달구 중부대로119(지동 73-5),GS25팔달유진점,127.0293623,37.2783913,77
"['cafe25', 'drug']",VED23,수원시,팔달구,경기 수원시 팔달구 신풍로23번길4 (신풍동 185),GS25행궁신풍로점,127.01444731,37.28330513,77
"['instant', 'post', 'withdrawal']",V8G88,수원시,권선구,"경기 수원시 권선구 호매실로90번길11, 107호,108호,109호 (호매실동 1406-6, 호매실상현재오피스텔)",GS25호매실상현재점,126.96334228,37.25598925,100
"['cafe25', 'instant', 'post']",VDG83,수원시,권선구,"경기 수원시 권선구 칠보로102, 2상가 109호 (호매실동 1361, 한양수자인파크원)",GS25호매실수자인점,126.9511836,37.26458664,100
"['cafe25', 'post', 'withdrawal']",VDM33,수원시,권선구,"경기 수원시 권선구 호매실로90번길76, 114호 (호매실동 1397-2, 아진스퀘어)",GS25호매실스퀘어점,126.96431923,37.2587371,100
"['cafe25', 'post', 'withdrawal']",V8H54,수원시,권선구,"경기 수원시 권선구 금곡로219, 115호 (금곡동 1114-1, 리더스빌딩)",GS25호매실시네마점,126.9540837,37.27499279,100
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V3T65,수원시,권선구,"경기 수원시 권선구 호매실로218번길126, 1층 (호매실동 1375, 현대프라자)",GS25호매실중앙점,126.96088135,37.26608686,100
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VY179,수원시,권선구,"경기 수원시 권선구 금곡로102번길126, 상가동 101,102호 (호매실동 1340, 수원호매실휴먼시아7단지아파트)",GS25호매실타운점,126.94191335,37.26882034,100
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V5U48,수원시,권선구,"경기 수원시 권선구 호매실로104번길90, 106호,107호 (호매실동 1400)",GS25호매실타워점,126.96268432,37.25957882,100
"['cafe25', 'drug', 'post', 'withdrawal']",V4W53,수원시,영통구,"경기 수원시 영통구 월드컵로87번길7, 103호 (원천동 607-1, 호반프라자)",GS25호반프라자점,127.05458871,37.27378364,101
"['cafe25', 'drug', 'post', 'withdrawal']",VDF99,수원시,팔달구,경기 수원시 팔달구 화양로68번길62 (화서동 211-7),GS25화서골드점,126.99710162,37.28172672,77
['post'],V8W57,수원시,팔달구,경기 수원시 팔달구 덕영대로697번길16 (화서동 649),GS25화서메트로점,126.99116604,37.28455975,77
"['cafe25', 'post', 'withdrawal']",V6Z39,수원시,팔달구,"경기 수원시 팔달구 팔달로165번길39, B01호 (화서동 11-41)",GS25화서스타점,127.00351465,37.28370019,77
"['cafe25', 'drug', 'post']",V7U53,수원시,장안구,"경기 수원시 장안구 대평로27, 103호 (정자동 111-20, 화서역파크푸르지오)",GS25화서역파크점,126.99505106,37.29091841,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",V5D37,수원시,팔달구,"경기 수원시 팔달구 덕영대로757번길23, 101, 102, 103호 (화서동 220-3)",GS25화서영광점,126.99404331,37.28020496,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VM883,수원시,팔달구,경기 수원시 팔달구 동말로48(화서1동 175-1),GS25화서오거리점,126.99928584,37.27858239,77
"['cafe25', 'drug', 'post']",VDV73,수원시,팔달구,"경기 수원시 팔달구 덕영대로697번길47, 화서3단지주공아파트 부속상가 (화서동 646)",GS25화서주공점,126.99224179,37.28592054,77
"['cafe25', 'instant', 'drug', 'post']",VDZ55,수원시,팔달구,경기 수원시 팔달구 팔달로127번길51 (화서동 105-1),GS25화서초교점,127.00132954,37.28008644,77
"['cafe25', 'instant', 'drug', 'post']",V7V27,수원시,장안구,"경기 수원시 장안구 대평로27, 114호 (정자동 111-20, 상업시설)",GS25화서푸르지오점,126.99469367,37.28980704,74
"['toto', 'cafe25', 'instant', 'drug', 'post', 'withdrawal', 'delivery_service']",V3B93,수원시,영통구,경기 수원시 영통구 영통로513(영통1동 954-1),GS25황골주공점,127.07743315,37.26454745,101
"['cafe25', 'drug', 'post', 'withdrawal']",VM890,수원시,권선구,경기 수원시 권선구 곡반정로19번길69(곡반정동 592-7),GS25힐하우스점,127.02601446,37.23451671,100
